account_id,customer_id,count_of_tran_last_180days,CreditInflow_last_180days,Debitoutflow_last_180days,Count_of_Dr_tran_last_180days,product_name,product_code,On_App,On_USSD,On_Business_app,clear_balance,has_card,Payday_loan,Salary_loan,Device_loan,child_account,teenager_account,School_fees_advance,NYSC_loan,Eventss,Dataa,Bills,Travels,Airtime,HealthConnect,Insurance,ExpenseTracker,QR_pay,Evoucher,Movies,Marital_status,Age
ACC102258,CUST202258,0,600509.25,0.0,0,Youth,P003,,Inactive,Inactive,442676.91,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Single,33
ACC102259,CUST202259,0,0.0,0.0,3,Current,P003,Inactive,,,24434.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Divorced,59
ACC102260,CUST202260,2,0.0,428085.17,0,Current,P002,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,31
ACC102261,CUST202261,1,0.0,487083.13,30,Current,P002,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,67
ACC102262,CUST202262,5,556626.16,55002.91,0,Youth,P001,Inactive,Active,Inactive,0.0,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,29
ACC102263,CUST202263,0,0.0,0.0,0,Current,P002,,,Inactive,0.0,No,No,No,,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Widowed,23
ACC102264,CUST202264,1,4641.59,112490.84,0,Salary,P001,Inactive,Active,,0.0,No,No,,No,No,No,No,No,,No,No,,No,No,No,No,No,No,No,Single,20
ACC102265,CUST202265,1,0.0,303891.31,1,Salary,P001,Inactive,,Inactive,90769.33,No,No,No,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,Widowed,32
ACC102266,CUST202266,1,0.0,0.0,0,Youth,P001,Active,Inactive,Inactive,0.0,No,No,No,No,No,,No,No,,,No,No,No,No,No,No,No,No,,Married,29
ACC102267,CUST202267,2,0.0,0.0,1,Salary,P003,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,,No,No,No,,No,No,,No,No,No,No,No,No,Widowed,19
ACC102268,CUST202268,0,0.0,718570.41,0,Current,P002,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Single,20
ACC102269,CUST202269,1,0.0,0.0,0,Savings,P002,,Inactive,,278563.18,No,No,No,,Yes,No,No,,,,No,No,No,Yes,No,No,,No,No,Married,35
ACC102270,CUST202270,0,0.0,672059.0,6,Savings,P001,,,Inactive,58568.54,No,No,Yes,No,No,No,,No,No,,No,No,No,Yes,,No,No,No,No,Single,38
ACC102271,CUST202271,0,681992.51,222805.98,1,Current,P002,Active,Active,Inactive,0.0,No,No,No,No,No,No,No,No,,No,,No,No,No,No,No,Yes,No,No,Married,46
ACC102272,CUST202272,0,628005.32,500771.99,0,Salary,P001,Inactive,,Inactive,120746.01,No,,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,,No,Married,35
ACC102273,CUST202273,1,0.0,417039.19,1,Current,P002,,Inactive,Inactive,121231.36,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Single,31
ACC102274,CUST202274,20,0.0,0.0,1,Savings,P003,,Inactive,,0.0,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,,No,No,Single,61
ACC102275,CUST202275,1,459885.76,0.0,0,Savings,P002,Inactive,Inactive,Inactive,239388.25,No,,No,No,,No,No,No,No,No,No,No,,No,Yes,No,No,No,,Single,59
ACC102276,CUST202276,2,0.0,494643.04,0,Youth,P001,Inactive,Inactive,Inactive,0.0,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,No,No,Yes,Married,68
ACC102277,CUST202277,1,0.0,0.0,0,Savings,P003,Inactive,Inactive,,96609.27,No,Yes,,No,No,No,No,No,No,,No,No,No,No,No,,No,No,No,Single,34
ACC102278,CUST202278,1,801783.78,0.0,0,Youth,P002,Inactive,Active,Inactive,0.0,No,No,,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,Yes,Married,42
ACC102279,CUST202279,0,723667.63,0.0,3,Salary,P003,,,Active,285837.23,No,,,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,,Single,36
ACC102280,CUST202280,0,0.0,0.0,0,Current,P001,Inactive,Inactive,,0.0,No,No,Yes,No,No,No,No,No,No,Yes,No,,No,,No,No,No,No,,Single,45
ACC102281,CUST202281,0,0.0,540500.6,0,Youth,P001,Active,,Inactive,0.0,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,Married,52
ACC102282,CUST202282,0,0.0,0.0,0,Current,P002,Inactive,Inactive,Inactive,0.0,,,No,No,No,,No,No,No,No,No,No,Yes,No,No,No,No,No,,Married,67
ACC102283,CUST202283,0,623772.07,0.0,12,Youth,P001,,Inactive,Inactive,249948.34,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,,No,Yes,No,,Single,18
ACC102284,CUST202284,0,0.0,381723.75,1,Salary,P002,Inactive,Inactive,Inactive,0.0,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,Yes,Married,40
ACC102285,CUST202285,0,0.0,576096.26,0,Salary,P001,,,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,19
ACC102286,CUST202286,20,0.0,406283.49,0,Youth,P001,Inactive,Inactive,Inactive,0.0,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Married,54
ACC102287,CUST202287,0,0.0,433019.91,0,Youth,P001,Inactive,Active,Inactive,0.0,No,No,No,No,Yes,No,Yes,No,No,No,No,No,,Yes,Yes,No,No,No,No,Single,53
ACC102288,CUST202288,0,546719.02,321800.11,1,Salary,P002,Inactive,Active,,0.0,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,58
ACC102289,CUST202289,0,923360.61,314369.55,0,Current,P002,Inactive,Inactive,Active,0.0,No,No,,,No,No,Yes,No,,No,,Yes,No,No,No,No,No,Yes,No,Single,35
ACC102290,CUST202290,1,332761.03,0.0,12,Salary,P002,Inactive,,Inactive,115380.34,,Yes,No,,,No,No,No,No,No,,,No,No,No,No,No,No,No,Single,54
ACC102291,CUST202291,0,0.0,408334.28,0,Current,P002,Inactive,,Inactive,0.0,Yes,No,,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,Divorced,29
ACC102292,CUST202292,0,0.0,0.0,0,Youth,P001,Inactive,Inactive,Inactive,0.0,Yes,No,No,,No,No,No,No,No,,No,,No,No,No,No,No,No,No,,64
ACC102293,CUST202293,1,0.0,386795.6,1,Current,P003,Inactive,Active,,0.0,,,No,,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,Single,0
ACC102294,CUST202294,0,0.0,0.0,3,Youth,P002,,,,194009.34,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,,Married,68
ACC102295,CUST202295,0,613126.58,0.0,0,Current,P001,Inactive,Inactive,Inactive,75829.0,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,0
ACC102296,CUST202296,0,0.0,0.0,1,Youth,P001,Inactive,,Inactive,5628.17,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,No,No,No,Single,53
ACC102297,CUST202297,0,0.0,0.0,0,Savings,P002,Active,Inactive,,0.0,Yes,No,,No,No,No,No,,No,No,,,No,No,No,No,No,No,No,Married,31
ACC102298,CUST202298,0,0.0,257077.44,0,Savings,P002,Inactive,Inactive,,91805.09,Yes,No,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Married,31
ACC102299,CUST202299,0,561400.61,132331.63,6,Salary,P001,,Active,Inactive,0.0,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,Single,30
ACC102300,CUST202300,5,0.0,427833.69,12,Salary,P002,Inactive,,Inactive,0.0,Yes,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Married,60
ACC102301,CUST202301,1,0.0,257943.59,1,Youth,P002,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Married,22
ACC102302,CUST202302,1,0.0,0.0,0,Current,P003,Inactive,Inactive,Active,0.0,No,,No,No,No,,No,No,No,No,No,No,,No,No,No,No,No,No,,39
ACC102303,CUST202303,0,511034.13,430685.48,3,Youth,P003,Inactive,Inactive,Inactive,0.0,No,No,No,Yes,No,No,No,No,No,No,,,No,No,No,No,No,No,No,Single,60
ACC102304,CUST202304,10,0.0,0.0,0,Savings,P002,Inactive,Inactive,,92155.41,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Married,67
ACC102305,CUST202305,0,739325.42,51686.07,0,Savings,P003,Inactive,Active,Inactive,56445.24,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Single,24
ACC102306,CUST202306,0,803223.24,0.0,1,Youth,P003,Inactive,Active,Inactive,0.0,Yes,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Married,35
ACC102307,CUST202307,1,0.0,0.0,0,Savings,P002,,,,0.0,Yes,Yes,No,,,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Single,63
ACC102308,CUST202308,0,502004.23,204664.46,12,Salary,P001,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,,No,No,Yes,No,Single,55
ACC102309,CUST202309,0,0.0,40032.09,0,Youth,P001,,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Married,36
ACC102310,CUST202310,1,437805.71,302772.71,0,Salary,P001,Inactive,,Inactive,84144.04,Yes,No,No,No,No,No,,No,No,No,No,No,No,,Yes,No,No,No,No,Single,44
ACC102311,CUST202311,5,0.0,485611.75,1,Salary,P001,Inactive,,Inactive,0.0,No,No,,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Single,0
ACC102312,CUST202312,0,0.0,0.0,3,Salary,P003,,Inactive,,264071.36,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Widowed,0
ACC102313,CUST202313,2,0.0,878374.68,0,Savings,P003,Inactive,Inactive,Inactive,0.0,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,64
ACC102314,CUST202314,50,0.0,617383.12,0,Current,P002,Inactive,,Active,0.0,No,No,No,No,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,Married,29
ACC102315,CUST202315,0,306990.88,0.0,3,Current,P002,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,Married,57
ACC102316,CUST202316,0,0.0,0.0,0,Current,P001,Inactive,Inactive,,0.0,No,No,No,No,,No,No,,No,No,Yes,No,No,No,No,No,No,No,,Married,23
ACC102317,CUST202317,0,0.0,0.0,0,Salary,P001,Inactive,Active,Inactive,0.0,Yes,Yes,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,Married,59
ACC102318,CUST202318,0,0.0,612514.4,1,Youth,P002,Inactive,Inactive,,0.0,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,Married,49
ACC102319,CUST202319,0,604246.0,0.0,0,Salary,P002,,Inactive,,0.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,Yes,No,No,,20
ACC102320,CUST202320,10,0.0,0.0,12,Salary,P001,,,Inactive,0.0,No,No,,No,No,No,No,,,No,,No,No,,No,No,No,Yes,No,Single,27
ACC102321,CUST202321,2,0.0,0.0,1,Youth,P003,Inactive,,Inactive,0.0,No,No,No,No,No,No,No,Yes,,Yes,No,No,No,No,No,No,No,,No,Single,39
ACC102322,CUST202322,1,0.0,0.0,30,Current,P003,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,,No,No,,No,No,No,No,No,No,No,No,Single,55
ACC102323,CUST202323,0,586072.53,431407.83,0,Current,P003,,Inactive,,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,Married,66
ACC102324,CUST202324,5,0.0,414246.28,12,Current,P003,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,,,,No,No,No,No,No,No,No,Yes,No,No,Divorced,20
ACC102325,CUST202325,20,0.0,0.0,0,Salary,P003,Active,,Inactive,0.0,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Married,59
ACC102326,CUST202326,5,0.0,0.0,0,Salary,P002,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Widowed,62
ACC102327,CUST202327,0,517352.22,0.0,0,Savings,P002,Inactive,Inactive,,0.0,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,,Yes,,No,No,Single,44
ACC102328,CUST202328,1,0.0,374965.02,0,Current,P001,,Inactive,Inactive,0.0,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,,No,Single,69
ACC102329,CUST202329,0,0.0,0.0,0,Salary,P002,,Inactive,Inactive,0.0,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Single,58
ACC102330,CUST202330,0,0.0,0.0,0,Savings,P002,,Active,,0.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Single,63
ACC102331,CUST202331,0,260493.54,295573.96,0,Salary,P002,,Inactive,Inactive,161703.93,Yes,,,No,No,,No,No,No,,No,No,No,No,No,No,No,No,No,Married,41
ACC102332,CUST202332,1,321236.71,0.0,0,Salary,P002,Inactive,,Inactive,0.0,No,No,No,No,No,Yes,No,No,No,Yes,,No,No,Yes,No,No,No,No,No,Married,48
ACC102333,CUST202333,1,0.0,158115.51,1,Current,P001,Inactive,Inactive,Inactive,280099.17,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,No,,No,No,Married,63
ACC102334,CUST202334,0,0.0,0.0,0,Youth,P002,Inactive,Inactive,,224983.32,No,No,No,No,No,No,No,No,No,Yes,,No,Yes,No,No,No,No,No,No,Married,18
ACC102335,CUST202335,0,0.0,463061.93,3,Salary,P002,Inactive,,,352846.33,Yes,No,No,No,No,,No,No,,No,No,Yes,No,Yes,No,Yes,No,No,No,Single,51
ACC102336,CUST202336,0,0.0,0.0,0,Salary,P001,Inactive,,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Widowed,41
ACC102337,CUST202337,0,0.0,0.0,6,Salary,P002,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,Single,69
ACC102338,CUST202338,0,198850.44,0.0,0,Current,P001,,Inactive,Inactive,0.0,No,,No,,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Married,43
ACC102339,CUST202339,0,0.0,695538.57,30,Salary,P003,Inactive,Inactive,,0.0,Yes,No,No,Yes,No,No,No,,,No,No,No,,No,No,No,Yes,No,No,Married,26
ACC102340,CUST202340,2,837140.35,342847.06,0,Savings,P003,Inactive,Inactive,Inactive,0.0,Yes,No,No,No,No,No,No,No,,No,,No,No,Yes,No,No,No,No,No,Married,28
ACC102341,CUST202341,0,0.0,0.0,12,Current,P002,Inactive,,,254661.54,No,No,No,No,No,No,,No,No,No,,No,,No,No,No,No,,No,Single,64
ACC102342,CUST202342,0,404289.15,454986.16,0,Savings,P002,,Inactive,Active,0.0,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,Yes,No,Single,21
ACC102343,CUST202343,0,0.0,440889.03,1,Current,P002,Active,,Active,0.0,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,31
ACC102344,CUST202344,10,0.0,335464.71,3,Salary,P002,,,Inactive,0.0,No,No,No,No,No,,No,No,No,No,No,,No,No,No,No,No,No,No,Single,0
ACC102345,CUST202345,1,0.0,429706.2,0,Salary,P003,,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Single,58
ACC102346,CUST202346,1,0.0,0.0,0,Savings,P003,Inactive,Active,Inactive,282509.64,,,No,No,Yes,,No,No,Yes,,No,,No,No,,,No,No,No,Single,65
ACC102347,CUST202347,0,0.0,551982.57,3,Savings,P002,,,,459258.72,No,No,No,No,No,No,,,No,No,No,No,No,No,No,No,No,No,No,Single,23
ACC102348,CUST202348,1,659813.61,0.0,0,Current,P001,Active,,Inactive,328613.7,No,No,No,,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,Single,49
ACC102349,CUST202349,0,501226.29,0.0,0,Current,P001,Inactive,Inactive,,0.0,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,52
ACC102350,CUST202350,1,0.0,0.0,1,Youth,P003,Inactive,Inactive,,0.0,No,No,No,No,No,No,No,No,No,,,No,Yes,No,No,No,No,No,No,Divorced,23
ACC102351,CUST202351,10,0.0,640791.79,0,Youth,P001,,,Inactive,391695.49,No,No,No,No,,No,No,No,,No,Yes,No,Yes,No,No,No,No,No,No,Divorced,30
ACC102352,CUST202352,1,0.0,717154.91,3,Youth,P002,Inactive,Inactive,Inactive,0.0,No,No,No,,No,No,,No,No,No,Yes,No,No,No,,No,No,No,No,Married,51
ACC102353,CUST202353,5,0.0,611159.65,0,Salary,P002,Inactive,Inactive,,0.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Divorced,18
ACC102354,CUST202354,2,0.0,335185.56,0,Savings,P002,Inactive,Inactive,Inactive,0.0,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,,No,No,No,No,Widowed,67
ACC102355,CUST202355,0,229658.49,91793.39,0,Savings,P002,Inactive,,Inactive,383813.07,No,Yes,No,,No,No,No,,No,No,No,No,No,,No,No,No,No,No,Single,52
ACC102356,CUST202356,10,637178.09,0.0,1,Youth,P002,Inactive,Inactive,Inactive,427855.53,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Single,37
ACC102357,CUST202357,0,447553.29,0.0,12,Youth,P001,,Inactive,Inactive,0.0,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,No,No,Yes,Widowed,40
ACC102358,CUST202358,1,0.0,0.0,0,Current,P001,Inactive,Active,,0.0,Yes,,No,No,No,No,,No,No,No,No,No,No,No,Yes,No,No,No,No,Married,23
ACC102359,CUST202359,0,493425.1,0.0,0,Youth,P003,Inactive,,Inactive,48862.63,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Married,28
ACC102360,CUST202360,0,508061.54,0.0,0,Savings,P003,Active,Inactive,Inactive,0.0,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Divorced,66
ACC102361,CUST202361,0,0.0,0.0,3,Current,P001,,,Inactive,0.0,No,Yes,No,,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,,41
ACC102362,CUST202362,0,0.0,297027.07,0,Youth,P001,Active,Active,Inactive,0.0,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Married,26
ACC102363,CUST202363,0,468718.14,795730.26,0,Salary,P003,Active,,Active,273984.98,Yes,,No,,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,Divorced,50
ACC102364,CUST202364,1,0.0,557224.11,0,Youth,P002,,,,0.0,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Widowed,33
ACC102365,CUST202365,0,0.0,759508.97,0,Salary,P003,Inactive,Active,Inactive,130326.8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,,61
ACC102366,CUST202366,0,0.0,0.0,0,Youth,P003,Inactive,Inactive,,0.0,Yes,No,No,No,,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,Single,57
ACC102367,CUST202367,1,0.0,481005.92,0,Current,P001,,Inactive,Inactive,201009.48,,No,No,No,Yes,Yes,,No,No,No,No,No,No,No,No,No,No,No,No,Married,34
ACC102368,CUST202368,0,0.0,0.0,3,Salary,P003,Inactive,Inactive,Inactive,0.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,51
ACC102369,CUST202369,2,601052.27,0.0,6,Salary,P003,Inactive,,Inactive,0.0,No,No,No,,No,,No,No,,No,No,No,No,No,No,Yes,No,No,No,Single,27
ACC102370,CUST202370,1,426595.48,579808.31,3,Current,P001,Inactive,Active,Inactive,42690.06,No,No,No,No,,,,No,No,No,No,Yes,,Yes,No,No,No,No,Yes,Single,31
ACC102371,CUST202371,5,421918.16,0.0,0,Salary,P002,Inactive,Inactive,Inactive,0.0,No,No,No,No,,No,,No,No,No,No,No,No,No,Yes,,No,No,No,Single,66
ACC102372,CUST202372,1,0.0,0.0,0,Current,P002,Inactive,Inactive,,27094.72,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,Married,21
ACC102373,CUST202373,0,687947.1,0.0,0,Youth,P002,Inactive,Inactive,Inactive,231223.55,No,No,No,No,No,No,No,No,No,No,,No,,No,No,No,No,No,,,24
ACC102374,CUST202374,1,0.0,305833.92,1,Current,P001,Inactive,Active,Inactive,0.0,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,,No,,No,Single,38
ACC102375,CUST202375,0,0.0,508275.87,0,Current,P003,Inactive,Inactive,,0.0,No,No,No,No,No,,,No,No,,,No,,Yes,No,No,No,No,No,Divorced,48
ACC102376,CUST202376,0,0.0,0.0,6,Current,P002,Inactive,Inactive,,53944.82,No,No,No,No,,No,No,No,No,,No,No,No,No,No,No,No,No,No,Widowed,28
ACC102377,CUST202377,2,0.0,423172.15,0,Current,P003,Inactive,Inactive,Inactive,0.0,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Single,26
ACC102378,CUST202378,0,0.0,0.0,3,Savings,P001,Inactive,Inactive,Inactive,0.0,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,Single,61
ACC102379,CUST202379,2,0.0,0.0,1,Salary,P002,Inactive,,,0.0,No,No,No,No,No,No,,,No,No,No,No,,Yes,,No,,No,No,Widowed,52
ACC102380,CUST202380,5,0.0,0.0,0,Youth,P002,,,,0.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,,55
ACC102381,CUST202381,5,0.0,324940.97,1,Current,P003,Inactive,,Inactive,0.0,Yes,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Widowed,69
ACC102382,CUST202382,10,708438.12,0.0,6,Savings,P002,,,Inactive,0.0,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,,No,No,No,,No,Single,42
ACC102383,CUST202383,0,0.0,0.0,6,Savings,P001,Inactive,,Inactive,0.0,No,No,No,No,No,No,No,No,,No,No,No,No,,,,No,,No,Single,27
ACC102384,CUST202384,0,524295.72,0.0,1,Youth,P003,Inactive,Inactive,Active,110060.05,No,No,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Single,49
ACC102385,CUST202385,1,0.0,0.0,0,Salary,P003,,Inactive,,392405.94,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Married,0
ACC102386,CUST202386,0,0.0,108539.05,6,Youth,P002,Inactive,Inactive,Inactive,0.0,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,Married,43
ACC102387,CUST202387,1,501845.4,0.0,1,Current,P002,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,,No,No,No,No,,No,No,No,No,No,No,Single,54
ACC102388,CUST202388,2,0.0,0.0,0,Salary,P002,Inactive,,Inactive,234049.24,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,No,Married,37
ACC102389,CUST202389,1,0.0,0.0,0,Salary,P002,Inactive,Inactive,Active,38968.72,No,No,,No,No,No,No,,Yes,No,No,No,Yes,No,,,No,Yes,Yes,Married,37
ACC102390,CUST202390,0,300285.92,0.0,0,Youth,P003,,,,76833.98,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,,No,Single,21
ACC102391,CUST202391,0,0.0,0.0,0,Youth,P003,Inactive,Inactive,Inactive,0.0,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,,No,Single,44
ACC102392,CUST202392,0,324056.53,0.0,3,Salary,P002,Inactive,,Inactive,0.0,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,No,Widowed,35
ACC102393,CUST202393,0,0.0,0.0,0,Youth,P003,Inactive,,,0.0,No,No,No,,Yes,No,No,,No,No,,,No,Yes,No,Yes,,No,,Married,58
ACC102394,CUST202394,5,0.0,0.0,0,Salary,P001,Active,Inactive,,379137.6,Yes,No,No,,No,No,,Yes,,No,No,No,No,No,No,No,No,No,,Single,26
ACC102395,CUST202395,0,0.0,0.0,0,Youth,P003,,Inactive,Inactive,372959.56,No,No,Yes,No,,No,No,No,No,No,No,,No,,No,No,Yes,No,No,Single,43
ACC102396,CUST202396,0,0.0,510135.86,0,Salary,P001,Active,,Inactive,0.0,No,,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Married,23
ACC102397,CUST202397,0,814917.27,573635.1,0,Current,P001,Inactive,,Inactive,0.0,No,No,Yes,No,No,No,Yes,No,No,No,,Yes,No,No,Yes,No,No,No,No,Single,47
ACC102398,CUST202398,1,717296.02,254822.48,0,Savings,P001,,,,0.0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Married,41
ACC102399,CUST202399,1,0.0,0.0,0,Youth,P002,Active,,Inactive,0.0,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,No,No,No,,55
ACC102400,CUST202400,0,0.0,363336.63,1,Salary,P003,,Inactive,Inactive,417765.1,Yes,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,Married,22
ACC102401,CUST202401,0,304527.18,181246.32,0,Savings,P001,Inactive,Inactive,Inactive,358163.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Married,40
ACC102402,CUST202402,0,0.0,0.0,0,Savings,P002,Inactive,,,274580.32,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,Married,0
ACC102403,CUST202403,0,0.0,287127.92,0,Savings,P003,Inactive,Inactive,,0.0,No,No,,No,No,No,No,No,No,No,,Yes,,No,No,No,No,No,No,Married,61
ACC102404,CUST202404,1,0.0,100428.27,0,Youth,P003,Inactive,Inactive,,0.0,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Married,37
ACC102405,CUST202405,1,0.0,0.0,0,Youth,P002,Inactive,Inactive,Inactive,0.0,No,No,No,No,No,No,No,No,,Yes,No,No,Yes,No,,Yes,No,No,No,Married,56
ACC102406,CUST202406,0,502938.82,0.0,0,Current,P003,,Inactive,Inactive,0.0,No,No,No,No,No,No,No,,,No,No,,No,No,No,No,No,No,No,Single,35
ACC102407,CUST202407,0,577233.3,605695.8,0,Youth,P002,Active,Inactive,,117132.71,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,Married,52
ACC102408,CUST202408,50,0.0,0.0,0,Youth,P002,Inactive,Inactive,Inactive,0.0,No,No,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Single,61
ACC102409,CUST202409,0,0.0,676476.55,0,Youth,P002,Inactive,Inactive,Active,164933.89,Yes,No,No,No,No,No,Yes,Yes,No,,No,No,No,No,No,No,No,No,No,Divorced,54
